name,affiliation,lettergroup,inferredgender,inferredethnicity,inferredisurm,highered,institution,research,country,role,security,field,simplefield
viktor ginzburg,university of california santa cruz,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
joachim rosenthal,university of zurich,B Only,man,white,noturm,highered,international,moreri,NA,professor,moresecure,math,mathstat
lenny fukshansky,claremont mckenna college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
benny sudakov,eth zurich,B Only,man,white,noturm,highered,international,moreri,switzerland,professor,moresecure,math,mathstat
joseph lipman,purdue university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
anton mellit,university of vienna,B Only,man,white,noturm,highered,international,moreri,austria,assistant,lesssecure,math,mathstat
roxana smarandache,university of notre dame,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
raphael rouquier,university of california los angeles,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
brendon rhoades,university of california san diego,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
kyle larson,university of georgia,B Only,man,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
alexey cheskidov,university of illinois at chicago,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
natasa pavlovic,university of texas at austin,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
malcolm sherman,university at albany,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
yuri zarhin,pennsylvania state university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
sorin popa,university of california los angeles,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
tatiana bandman,barilan university,B Only,woman,white,noturm,highered,international,moreri,israel,retired,moresecure,math,mathstat
anthony licata,australian national university,B Only,man,white,noturm,highered,international,moreri,NA,associate,moresecure,math,mathstat
sergey i sobolev,NA,B Only,man,white,noturm,highered,international,moreri,NA,NA,NA,NA,NA
yi ni,california institute of technology,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
anton dzhamay,university of northern colorado,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
vladimir hinich,university of haifa,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
eugene z xia,national cheng kung university,B Only,man,asian,noturm,highered,international,moreri,taiwan,professor,moresecure,math,mathstat
dmitry novikov,weizmann institute of science,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
stas filshtinskiy,NA,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
pavel guerzhoy,university of hawaii at manoa,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
volodya rubtsov,universite d'angers,B Only,man,white,noturm,highered,international,moreri,france,professor,moresecure,math,mathstat
elena yudovina,ch robinson,B Only,woman,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
juan migliore,university of notre dame,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
evgenia fukshansky,farmers insurance,B Only,woman,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
helen wong,claremont mckenna college,B Only,woman,asian,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
mimi dai,university of illinois at chicago,B Only,woman,asian,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
leonid makar limanov,wayne state university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
misha vishik,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
tatiana shubin,san jose state university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
david b rush,university of california riverside,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
thomas koberda,university of virginia,B and C,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
larry goldstein,university of southern california,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jason rosenhouse,james madison university,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
max lieblich,university of washington,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
david e evans,cardiff university,B Only,man,white,noturm,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat
nigel boston,university of wisconsin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
joseph a biello,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
alexei novikov,pennsylvania state university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
peter scott,university of michigan,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
kevin o'bryant,city university of new york,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
keenan kidwell,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
lorenzo sadun,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
kui ren,columbia university,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
gordan zitkovic,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
william beckner,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
hugo rossi,university of utah,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
lewis bowen,university of texas at austin,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jeffrey danciger,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
milica cudina,university of texas at austin,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
francesco maggi,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
saeed ghahramani,western new england university,B Only,man,middleeast,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
michael temkin,hebrew university of jerusalem,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
houshang h sohrab,towson university,B Only,man,middleeast,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
cheri shakiban,university of st thomas,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
erica billingsley,western kentucky university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,ntt,lesssecure,math,mathstat
parviz khalili,christopher newport university,B Only,man,middleeast,noturm,highered,domesticother,lessri,NA,retired,moresecure,math,mathstat
mikhail khenner,western kentucky university,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
john berman,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
abhijit champanerkar,city university of new york,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
harry j gindi,university of edinburgh,B Only,man,NA,NA,highered,international,moreri,united kingdom,grad,lesssecure,math,mathstat
thomas chen,university of texas at austin,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
david a vogan,massachusetts institute of technology,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ng ze an,london school of economics,B Only,NA,asian,noturm,highered,international,moreri,united kingdom,NA,NA,NA,NA
nicholas meyer,university of nebraska,B Only,man,NA,NA,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
matt bainbridge,indiana university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
shaul zemel,hebrew university of jerusalem,B Only,man,white,noturm,highered,international,moreri,israel,staff,lesssecure,NA,NA
zlil sela,hebrew university of jerusalem,B and C,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
laurent lafleche,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
andrew salmon,massachusetts institute of technology,B Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
jonathan breuer,hebrew university of jerusalem,B Only,man,white,noturm,highered,international,moreri,israel,associate,moresecure,math,mathstat
alex branton,NA,B Only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aleksander shmakov,university of georgia,B Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
ohad noy feldheim,hebrew university of jerusalem,B Only,man,NA,NA,highered,international,moreri,israel,associate,moresecure,math,mathstat
emmanuel farjoun,hebrew university of jerusalem,B Only,man,middleeast,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
nati linial,hebrew university of jerusalem,B Only,man,middleeast,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
yakov varshavsky,hebrew university of jerusalem,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
ori parzanchevski,hebrew university of jerusalem,B Only,man,white,noturm,highered,international,moreri,israel,NA,NA,math,mathstat
ruth lawrence naimark,hebrew university of jerusalem,B Only,woman,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
pedro fortuny ayuso,university of oviedo,B Only,man,latinx,urm,highered,international,moreri,spain,assistant,lesssecure,math,mathstat
eran nevo,hebrew university of jerusalem,B Only,man,middleeast,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
daniel gonzalez,florida state university,B Only,man,latinx,urm,highered,domesticr1,moreri,NA,grad,lesssecure,other,other
labib zakaria,oregon state university,B Only,NA,NA,NA,highered,domesticr1,moreri,NA,undergrad,lesssecure,math,mathstat
mikhail sodin,tel aviv university,B Only,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
arjun nigam,NA,B Only,man,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ben reid,lander university,B Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
ngoc nguyen,western kentucky university,B Only,woman,asian,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
jairo ivan pena hidalgo,florida state university,B Only,man,latinx,urm,highered,domesticr1,moreri,NA,NA,NA,NA,NA
ilya tyomkin,ben gurion university,B Only,man,white,noturm,highered,international,moreri,israel,associate,moresecure,math,mathstat
boughalem mohammed,university regensburg,B Only,man,middleeast,noturm,highered,international,moreri,germany,grad,lesssecure,math,mathstat
altha rodin,university of texas at austin,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
gregory rodin,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
da'shawn m morris,american soldier,B Only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
karim adiprasito,university of copenhagen,B Only,man,white,noturm,highered,international,moreri,denmark,professor,moresecure,math,mathstat
jasmin matz,university of copenhagen,B Only,woman,white,noturm,highered,international,moreri,denmark,associate,moresecure,math,mathstat
